3.996917e+002,0.000000e+000
4.001739e+002,9.664891e+001
4.006560e+002,9.692539e+001
4.011382e+002,9.708456e+001
4.016203e+002,9.720265e+001
4.021024e+002,9.732809e+001
4.025846e+002,9.746605e+001
4.030667e+002,9.758041e+001
4.035488e+002,9.762186e+001
4.040310e+002,9.756070e+001
4.045131e+002,9.740736e+001
4.049952e+002,9.721556e+001
4.054774e+002,9.706367e+001
4.059595e+002,9.702055e+001
4.064417e+002,9.711060e+001
4.069238e+002,9.730050e+001
4.074059e+002,9.751755e+001
4.078881e+002,9.768350e+001
4.083702e+002,9.774296e+001
4.088524e+002,9.767533e+001
4.093345e+002,9.749228e+001
4.098166e+002,9.722548e+001
4.102988e+002,9.690955e+001
4.107809e+002,9.656868e+001
4.112630e+002,9.621403e+001
4.117452e+002,9.585143e+001
4.122273e+002,9.549255e+001
4.127094e+002,9.516059e+001
4.131916e+002,9.488617e+001
4.136737e+002,9.469414e+001
4.141559e+002,9.459226e+001
4.146380e+002,9.456914e+001
4.151201e+002,9.460616e+001
4.156023e+002,9.469360e+001
4.160844e+002,9.484219e+001
4.165666e+002,9.508237e+001
4.170487e+002,9.545100e+001
4.175308e+002,9.596292e+001
4.180130e+002,9.657624e+001
4.184951e+002,9.717696e+001
4.189772e+002,9.761941e+001
4.194594e+002,9.780473e+001
4.199415e+002,9.772822e+001
4.204236e+002,9.745554e+001
4.209058e+002,9.706647e+001
4.213879e+002,9.661690e+001
4.218701e+002,9.613174e+001
4.223522e+002,9.561903e+001
4.228343e+002,9.509121e+001
4.233165e+002,9.458272e+001
4.237986e+002,9.415476e+001
4.242807e+002,9.388427e+001
4.247629e+002,9.383830e+001
4.252450e+002,9.404556e+001
4.257271e+002,9.448224e+001
4.262093e+002,9.507931e+001
4.266914e+002,9.574696e+001
4.271736e+002,9.640153e+001
4.276557e+002,9.698010e+001
4.281378e+002,9.744261e+001
4.286200e+002,9.776267e+001
4.291021e+002,9.791861e+001
4.295843e+002,9.789095e+001
4.300664e+002,9.766833e+001
4.305485e+002,9.725780e+001
4.310307e+002,9.669229e+001
4.315128e+002,9.603014e+001
4.319949e+002,9.534421e+001
4.324771e+002,9.470444e+001
4.329592e+002,9.416003e+001
4.334413e+002,9.373124e+001
4.339235e+002,9.341587e+001
4.344056e+002,9.320822e+001
4.348878e+002,9.311919e+001
4.353699e+002,9.318578e+001
4.358520e+002,9.346250e+001
4.363342e+002,9.399461e+001
4.368163e+002,9.478598e+001
4.372984e+002,9.578042e+001
4.377806e+002,9.687021e+001
4.382627e+002,9.792686e+001
4.387448e+002,9.883425e+001
4.392270e+002,9.950863e+001
4.397091e+002,9.990264e+001
4.401913e+002,1.000000e+002
4.406734e+002,9.980732e+001
4.411555e+002,9.934852e+001
4.416377e+002,9.866143e+001
4.421198e+002,9.779831e+001
4.426020e+002,9.682744e+001
4.430841e+002,9.583358e+001
4.435662e+002,9.491344e+001
4.440484e+002,9.416185e+001
4.445305e+002,9.365340e+001
4.450126e+002,9.342738e+001
4.454948e+002,9.348420e+001
4.459769e+002,9.379570e+001
4.464590e+002,9.432035e+001
4.469412e+002,9.501434e+001
4.474233e+002,9.583275e+001
4.479055e+002,9.672298e+001
4.483876e+002,9.761797e+001
4.488698e+002,9.843757e+001
4.493519e+002,9.909952e+001
4.498340e+002,9.953519e+001
4.503162e+002,9.970171e+001
4.507983e+002,9.958843e+001
4.512804e+002,9.921994e+001
4.517626e+002,9.865378e+001
4.522447e+002,9.797152e+001
4.527268e+002,9.725959e+001
4.532090e+002,9.658668e+001
4.536911e+002,9.599084e+001
4.541732e+002,9.548177e+001
4.546554e+002,9.505512e+001
4.551375e+002,9.470779e+001
4.556197e+002,9.444846e+001
4.561018e+002,9.429915e+001
4.565839e+002,9.428924e+001
4.570661e+002,9.444270e+001
4.575482e+002,9.476508e+001
4.580303e+002,9.523685e+001
4.585125e+002,9.581657e+001
4.589946e+002,9.645122e+001
4.594767e+002,9.708535e+001
4.599589e+002,9.766582e+001
4.604410e+002,9.814438e+001
4.609232e+002,9.847972e+001
4.614053e+002,9.864242e+001
4.618875e+002,9.862043e+001
4.623696e+002,9.842386e+001
4.628517e+002,9.808530e+001
4.633339e+002,9.765264e+001
4.638160e+002,9.717940e+001
4.642981e+002,9.671105e+001
4.647803e+002,9.627943e+001
4.652624e+002,9.590406e+001
4.657445e+002,9.559795e+001
4.662267e+002,9.537295e+001
4.667088e+002,9.524052e+001
4.671909e+002,9.520664e+001
4.676731e+002,9.526495e+001
4.681552e+002,9.539336e+001
4.686374e+002,9.555829e+001
4.691195e+002,9.572469e+001
4.696016e+002,9.586592e+001
4.700838e+002,9.596929e+001
4.705659e+002,9.603510e+001
