3.301674e+003,9.091133e+001
3.302156e+003,9.091818e+001
3.302638e+003,9.092436e+001
3.303121e+003,9.093053e+001
3.303603e+003,9.093719e+001
3.304085e+003,9.094437e+001
3.304567e+003,9.095158e+001
3.305049e+003,9.095802e+001
3.305531e+003,9.096297e+001
3.306013e+003,9.096620e+001
3.306495e+003,9.096815e+001
3.306978e+003,9.096985e+001
3.307460e+003,9.097272e+001
3.307942e+003,9.097793e+001
3.308424e+003,9.098602e+001
3.308906e+003,9.099692e+001
3.309388e+003,9.100985e+001
3.309870e+003,9.102394e+001
3.310353e+003,9.103854e+001
3.310835e+003,9.105339e+001
3.311317e+003,9.106874e+001
3.311799e+003,9.108489e+001
3.312281e+003,9.110204e+001
3.312763e+003,9.112002e+001
3.313245e+003,9.113839e+001
3.313728e+003,9.115675e+001
3.314210e+003,9.117502e+001
3.314692e+003,9.119365e+001
3.315174e+003,9.121336e+001
3.315656e+003,9.123502e+001
3.316138e+003,9.125895e+001
3.316620e+003,9.128481e+001
3.317103e+003,9.131157e+001
3.317584e+003,9.133784e+001
3.318067e+003,9.136245e+001
3.318549e+003,9.138485e+001
3.319031e+003,9.140526e+001
3.319513e+003,9.142464e+001
3.319995e+003,9.144400e+001
3.320478e+003,9.146406e+001
3.320959e+003,9.148492e+001
3.321442e+003,9.150608e+001
3.321924e+003,9.152660e+001
3.322406e+003,9.154574e+001
3.322888e+003,9.156314e+001
3.323370e+003,9.157899e+001
3.323852e+003,9.159396e+001
3.324334e+003,9.160883e+001
3.324817e+003,9.162416e+001
3.325299e+003,9.164025e+001
3.325781e+003,9.165714e+001
3.326263e+003,9.167477e+001
3.326745e+003,9.169313e+001
3.327227e+003,9.171233e+001
3.327709e+003,9.173258e+001
3.328192e+003,9.175394e+001
3.328674e+003,9.177628e+001
3.329156e+003,9.179904e+001
3.329638e+003,9.182148e+001
3.330120e+003,9.184285e+001
3.330602e+003,9.186254e+001
3.331084e+003,9.188038e+001
3.331567e+003,9.189641e+001
3.332049e+003,9.191103e+001
3.332531e+003,9.192467e+001
3.333013e+003,9.193768e+001
3.333495e+003,9.195036e+001
3.333977e+003,9.196289e+001
3.334459e+003,9.197547e+001
3.334941e+003,9.198840e+001
3.335424e+003,9.200195e+001
3.335906e+003,9.201633e+001
3.336388e+003,9.203146e+001
3.336870e+003,9.204708e+001
3.337352e+003,9.206243e+001
3.337834e+003,9.207675e+001
3.338316e+003,9.208925e+001
3.338799e+003,9.209945e+001
3.339281e+003,9.210738e+001
3.339763e+003,9.211356e+001
3.340245e+003,9.211901e+001
3.340727e+003,9.212487e+001
3.341209e+003,9.213210e+001
3.341691e+003,9.214136e+001
3.342174e+003,9.215269e+001
3.342656e+003,9.216570e+001
3.343138e+003,9.217966e+001
3.343620e+003,9.219381e+001
3.344102e+003,9.220748e+001
3.344584e+003,9.222038e+001
3.345066e+003,9.223235e+001
3.345549e+003,9.224355e+001
3.346031e+003,9.225404e+001
3.346513e+003,9.226386e+001
3.346995e+003,9.227302e+001
3.347477e+003,9.228163e+001
3.347959e+003,9.228992e+001
3.348441e+003,9.229828e+001
3.348924e+003,9.230712e+001
3.349406e+003,9.231669e+001
